        Year	       Month	         Day	        Hour	     Weekday	      Minute	    N(total)	       N(he)	       N(li)	    N(st,he)	    N(st,li)	    N(wi,he)	    N(wi,li)	    N(su,he)	    N(su,li)	V_veh(he) (km/hr)	V_veh(li) (km/hr)	     T2m (C)	 Ts_road (C)	Ts_road_obs (C)	T_sub_mod (C)	      RH (%)	RHs_road (%)	    FF (m/s)	Rain (mm/hr)	Snow (mm/hr)	 Cloud cover	Net short rad (W/m^2)	Net long rad (W/m^2)	Incoming long rad (W/m^2)	Incoming short rad (W/m^2)	Sensible_road (W/m^2)	Latent_road (W/m^2)	Surface_heatflux_road (W/m^2)	Residual Energy (W/m^2)	Energy correction (W/m^2)	Wetness_road (mm)	Ice_road (mm)	Evaporation (mm/hr)	Drainage (mm/hr)	    f_q_road	   f_q_brake	     f_q_obs	M_sanding (g/m^2)	M_salting(na) (g/m^2)	M_salting(mg) (g/m^2)	Ploughing_road (0/1)	Cleaning_road (0/1)	Total emissions PM10 (g/km/hr)	Direct emissions PM10 (g/km/hr)	Suspended road emissions PM10 (g/km/hr)	Road dust PM200 mass (g/m^2)	Road sand PMall mass (g/m^2)	Road sand PM200 mass (g/m^2)	Road salt(na) mass (g/m^2)	Road salt(mg) mass (g/m^2)	Road wear (g/km/hr)	Tyre wear (g/km/hr)	Brake wear (g/km/hr)	Road dust production (g/km/hr)	Road dust sink (g/km/hr)	Emission factor PM10 (g/km/veh)	Total emissions PM2.5 (g/km/hr)	Direct emissions PM2.5 (g/km/hr)	Suspended road emissions PM2.5 (g/km/hr)	Emission factor PM2.5 (g/km/veh)	PM10_obs net (ug/m^3)	PM10_obs bg (ug/m^3)	PM10 mod total (ug/m^3)	PM10 mod total+ep (ug/m^3)	PM10 mod dust total (ug/m^3)	PM10 mod roadwear (ug/m^3)	PM10 mod tyrewear (ug/m^3)	PM10 mod brakewear (ug/m^3)	PM10 mod salt(na) (ug/m^3)	PM10 mod salt(mg) (ug/m^3)	PM10 mod sand (ug/m^3)	PM10 mod exhaust (ug/m^3)	PM25_obs net (ug/m^3)	PM25_obs bg (ug/m^3)	PM25 mod total (ug/m^3)	PM25 mod total+ep (ug/m^3)	PM25 mod dust total (ug/m^3)	PM25 mod roadwear (ug/m^3)	PM25 mod tyrewear (ug/m^3)	PM25 mod brakewear (ug/m^3)	PM25 mod salt(na) (ug/m^3)	PM25 mod salt(mg) (ug/m^3)	PM25 mod sand (ug/m^3)	PM25 mod exhaust (ug/m^3)
        2011	           2	           5	1.150000e+01	           7	           0	  7.4123e+02	  2.2237e+01	  7.1900e+02	  0.0000e+00	  2.2289e+02	  0.0000e+00	  4.9611e+02	  2.2237e+01	  0.0000e+00	  4.8080e+01	  4.8080e+01	  1.2644e+00	  9.3198e-01	 -5.8810e-02	  6.3286e-01	  8.0965e+01	  8.3229e+01	  1.7378e+00	  0.0000e+00	  0.0000e+00	  6.9589e-01	  1.3797e+01	 -1.3969e+01	  2.9003e+02	  2.0944e+01	 -2.0701e+00	  1.2170e-01	  3.0036e+00	  0.0000e+00	  0.0000e+00	  1.4101e-02	  7.3633e-07	  6.8808e-04	  0.0000e+00	  1.0000e+00	  1.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  7.3665e+02	  1.0431e+02	  6.3287e+02	  2.2353e+02	  1.8223e+02	  1.8222e+02	  2.0463e+00	  0.0000e+00	  4.6007e+02	  5.5705e+01	  5.8647e+00	  1.3068e+02	  3.5467e+03	  1.0122e+00	  1.4051e+02	  1.0346e+01	  1.3069e+02	  2.0792e-01	  5.3812e+00	  8.4018e+00	  1.3530e+02	  1.3777e+02	  1.3530e+02	  4.7430e+01	  2.1429e+00	  9.7920e-01	  0.0000e+00	  0.0000e+00	  8.4745e+01	  2.4720e+00	  4.9214e+00	  2.7262e+00	  2.5807e+01	  2.8279e+01	  2.5807e+01	  3.7944e+00	  2.1429e-01	  6.1200e-01	  0.0000e+00	  0.0000e+00	  2.1186e+01	  2.4720e+00
        2011	           2	           6	1.150000e+01	           1	           0	  6.9958e+02	  2.0988e+01	  6.7860e+02	  0.0000e+00	  2.1036e+02	  0.0000e+00	  4.6823e+02	  2.0988e+01	  0.0000e+00	  4.8824e+01	  4.8824e+01	  1.2210e+00	  1.3399e-01	 -1.1277e+00	  5.6953e-01	  7.1292e+01	  7.6410e+01	  2.5528e+00	  0.0000e+00	  0.0000e+00	  1.2559e-01	  1.3361e+01	 -3.5112e+01	  2.6542e+02	  5.5389e+01	 -1.4012e+01	 -2.8245e-01	 -6.3200e+00	  0.0000e+00	  0.0000e+00	  1.2116e-02	  7.2357e-07	  2.4990e-04	  0.0000e+00	  9.9794e-01	  1.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  6.9309e+02	  1.0021e+02	  5.9338e+02	  2.1771e+02	  1.7729e+02	  1.7729e+02	  2.0463e+00	  0.0000e+00	  4.4287e+02	  5.3623e+01	  5.4893e+00	  1.2617e+02	  3.3237e+03	  1.0091e+00	  1.3184e+02	  9.8922e+00	  1.2245e+02	  2.0681e-01	  1.0474e+01	  9.1711e+00	  9.6915e+01	  9.8722e+01	  9.6915e+01	  3.4294e+01	  1.5485e+00	  7.1334e-01	  0.0000e+00	  0.0000e+00	  6.0359e+01	  1.8065e+00	  4.2210e+00	  2.1994e+00	  1.8434e+01	  2.0240e+01	  1.8434e+01	  2.7435e+00	  1.5485e-01	  4.4584e-01	  0.0000e+00	  0.0000e+00	  1.5090e+01	  1.8065e+00
        2011	           2	           7	1.150000e+01	           2	           0	  8.0393e+02	  2.4118e+01	  7.7982e+02	  0.0000e+00	  2.1863e+02	  0.0000e+00	  5.6119e+02	  2.4118e+01	  0.0000e+00	  4.7202e+01	  4.7202e+01	  1.1174e+00	  6.4200e-01	 -1.2954e-02	  4.8152e-01	  8.8126e+01	  9.1544e+01	  1.7372e+00	  8.3333e-03	  0.0000e+00	  6.0074e-01	  1.6621e+01	 -1.8608e+01	  2.8404e+02	  2.8413e+01	 -4.3558e+00	  4.8616e-02	  3.7194e+00	  0.0000e+00	  0.0000e+00	  3.9619e-02	  6.9776e-07	  1.0369e-03	  0.0000e+00	  7.2035e-01	  1.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  5.5861e+02	  7.7486e+01	  4.8153e+02	  2.1320e+02	  1.7340e+02	  1.7340e+02	  2.0395e+00	  0.0000e+00	  4.3358e+02	  5.7509e+01	  6.4881e+00	  2.0877e+02	  2.7488e+03	  7.1300e-01	  1.0742e+02	  8.3871e+00	  9.9438e+01	  1.5176e-01	  4.3909e+00	  1.0318e+01	  1.1703e+02	  1.2025e+02	  1.1703e+02	  4.0656e+01	  1.8990e+00	  1.2781e+00	  0.0000e+00	  0.0000e+00	  7.3196e+01	  3.2198e+00	  5.8048e+00	  2.2745e+00	  2.2540e+01	  2.5760e+01	  2.2540e+01	  3.2525e+00	  1.8990e-01	  7.9879e-01	  0.0000e+00	  0.0000e+00	  1.8299e+01	  3.2198e+00
        2011	           2	           8	1.150000e+01	           3	           0	  8.1806e+02	  2.4542e+01	  7.9352e+02	  0.0000e+00	  2.2218e+02	  0.0000e+00	  5.7133e+02	  2.4542e+01	  0.0000e+00	  4.6650e+01	  4.6650e+01	  1.1891e+00	 -3.2108e-02	 -3.5568e-01	  5.1038e-01	  8.4087e+01	  9.9539e+01	  2.6473e+00	  1.0000e-01	  0.0000e+00	  3.1082e-01	  1.7711e+01	 -2.8563e+01	  2.7131e+02	  4.7503e+01	 -1.5023e+01	  1.5448e+01	 -8.2682e+00	  0.0000e+00	  0.0000e+00	  3.2439e-01	  2.7217e-01	  1.2993e-02	  6.4644e-02	  1.7314e-05	  5.2623e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.7869e+00	  1.8605e+00	  9.2638e-01	  2.0913e+02	  1.6963e+02	  1.6963e+02	  4.8378e-01	  0.0000e+00	  4.3850e+02	  5.8238e+01	  6.6143e+00	  5.0132e+02	  1.5803e+03	  2.1047e-02	  1.7388e+00	  1.1623e+00	  5.7649e-01	  1.9765e-02	  3.8230e+00	  6.1356e+00	  3.8043e-01	  2.1450e+00	  3.8043e-01	  3.9387e-04	  1.8407e-05	  3.7933e-01	  0.0000e+00	  0.0000e+00	  6.9440e-04	  1.7646e+00	  4.6972e+00	  2.5870e+00	  2.3729e-01	  2.0018e+00	  2.3729e-01	  3.1509e-05	  1.8407e-06	  2.3708e-01	  0.0000e+00	  0.0000e+00	  1.7360e-04	  1.7646e+00
        2011	           2	           9	1.150000e+01	           4	           0	  8.7241e+02	  2.6172e+01	  8.4624e+02	  0.0000e+00	  2.3695e+02	  0.0000e+00	  6.0929e+02	  2.6172e+01	  0.0000e+00	  4.6678e+01	  4.6678e+01	 -1.3958e+00	 -1.6204e+00	 -2.2673e+00	 -2.2735e-02	  6.4337e+01	  7.4365e+01	  2.2435e+00	  0.0000e+00	  0.0000e+00	  2.6779e-01	  1.7845e+01	 -3.8729e+01	  2.5431e+02	  5.0862e+01	 -2.8064e+00	  7.4262e+00	 -2.4025e+01	  0.0000e+00	  0.0000e+00	  3.2367e-03	  3.4314e-02	  5.1909e-04	  0.0000e+00	  7.3319e-01	  1.0000e+00	  4.5833e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  7.0213e+02	  9.9182e+01	  6.0348e+02	  2.0668e+02	  1.6714e+02	  1.6714e+02	  1.7076e-01	  0.0000e+00	  4.6845e+02	  6.2216e+01	  7.0490e+00	  1.6598e+02	  3.3695e+03	  8.2306e-01	  1.3370e+02	  1.0326e+01	  1.2390e+02	  1.7150e-01	  7.4044e+01	  2.3916e+01	  1.2124e+02	  1.2392e+02	  1.2124e+02	  4.3154e+01	  2.0172e+00	  1.0599e+00	  0.0000e+00	  0.0000e+00	  7.5014e+01	  2.6779e+00	  7.4009e+00	  3.9280e+00	  2.3070e+01	  2.5748e+01	  2.3070e+01	  3.4523e+00	  2.0172e-01	  6.6246e-01	  0.0000e+00	  0.0000e+00	  1.8753e+01	  2.6779e+00
        2011	           2	          10	1.150000e+01	           5	           0	  8.7160e+02	  2.6148e+01	  8.4545e+02	  0.0000e+00	  2.3673e+02	  0.0000e+00	  6.0873e+02	  2.6148e+01	  0.0000e+00	  4.5301e+01	  4.5301e+01	 -2.3514e+00	 -1.6201e+00	 -2.9967e+00	 -8.4200e-01	  8.2328e+01	  8.1190e+01	  2.3265e+00	  0.0000e+00	  4.7083e-01	  8.4210e-01	  1.1411e+01	 -7.8556e+00	  2.8472e+02	  1.4995e+01	  5.5539e+00	  1.9052e+00	 -9.5234e+00	  0.0000e+00	  0.0000e+00	  4.5945e-01	  1.1996e+00	  1.6122e-03	  0.0000e+00	  2.7103e-01	  6.2552e-01	  4.1667e-01	  0.0000e+00	  8.3333e-01	  0.0000e+00	  4.1667e-02	  0.0000e+00	  1.0121e+02	  1.5819e+01	  8.5470e+01	  2.0245e+02	  1.6334e+02	  1.6334e+02	  1.3358e+01	  0.0000e+00	  4.3559e+02	  5.7852e+01	  7.1395e+00	  4.4580e+02	  1.8362e+03	  1.3385e-01	  2.0357e+01	  2.5305e+00	  1.7901e+01	  4.1081e-02	  4.3855e+01	  7.9791e+00	  2.1019e+01	  2.2305e+01	  2.1019e+01	  7.4071e+00	  3.4627e-01	  4.8121e-01	  0.0000e+00	  0.0000e+00	  1.2784e+01	  1.2864e+00	  5.6230e+00	  2.2714e+00	  4.1239e+00	  5.4103e+00	  4.1239e+00	  5.9256e-01	  3.4627e-02	  3.0075e-01	  0.0000e+00	  0.0000e+00	  3.1960e+00	  1.2864e+00
        2011	           2	          11	1.150000e+01	           6	           0	  8.9293e+02	  2.6788e+01	  8.6615e+02	  0.0000e+00	  2.4252e+02	  0.0000e+00	  6.2362e+02	  2.6788e+01	  0.0000e+00	  4.2695e+01	  4.2695e+01	 -3.9766e+00	 -3.0183e+00	 -1.3764e+00	 -1.0514e+00	  9.1276e+01	  9.6438e+01	  3.4489e+00	  0.0000e+00	  5.4583e-01	  8.0888e-01	  1.3795e+01	 -1.2389e+01	  2.7511e+02	  1.9116e+01	  2.2864e+01	  1.7014e+01	 -3.9850e+01	  0.0000e+00	  0.0000e+00	  2.7493e-01	  2.5013e+00	  1.5832e-03	  0.0000e+00	  9.7142e-21	  7.1513e-01	  0.0000e+00	  0.0000e+00	  1.6667e+00	  0.0000e+00	  1.6667e-01	  0.0000e+00	  5.0496e+00	  3.5957e+00	  1.4539e+00	  1.9548e+02	  1.5709e+02	  1.5709e+02	  1.8303e+01	  0.0000e+00	  4.1335e+02	  5.4898e+01	  7.4644e+00	  4.7154e+02	  5.0996e+03	  2.3295e-02	  3.1560e+00	  2.2473e+00	  9.0867e-01	  2.1174e-02	  3.3561e+00	  5.6760e+00	  6.7831e-01	  2.5312e+00	  6.7831e-01	  2.7476e-19	  1.2853e-20	  6.7831e-01	  0.0000e+00	  0.0000e+00	  4.5291e-19	  1.8529e+00	  4.2943e+00	  2.9763e+00	  4.2394e-01	  2.2768e+00	  4.2394e-01	  2.1981e-20	  1.2853e-21	  4.2394e-01	  0.0000e+00	  0.0000e+00	  1.1323e-19	  1.8529e+00
        2011	           2	          12	1.150000e+01	           7	           0	  9.3753e+02	  2.8126e+01	  9.0941e+02	  0.0000e+00	  2.5463e+02	  0.0000e+00	  6.5477e+02	  2.8126e+01	  0.0000e+00	  4.3943e+01	  4.3943e+01	 -6.8758e+00	 -6.5463e+00	 -5.8313e+00	 -2.9335e+00	  7.7807e+01	  9.3054e+01	  2.0295e+00	  0.0000e+00	  0.0000e+00	  1.1817e-01	  1.5646e+01	 -4.2402e+01	  2.2972e+02	  6.6566e+01	  5.5633e+00	  1.0484e+01	 -4.1969e+01	  0.0000e+00	  0.0000e+00	  1.8044e-01	  4.3009e-01	  4.7520e-03	  0.0000e+00	  3.9202e-10	  9.0153e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  5.8555e+00	  4.0147e+00	  1.8407e+00	  1.9318e+02	  1.5454e+02	  1.5454e+02	  2.2108e+01	  0.0000e+00	  4.8303e+02	  6.4153e+01	  7.6937e+00	  5.5020e+02	  3.4847e+02	  2.3886e-02	  3.6597e+00	  2.5092e+00	  1.1504e+00	  2.1543e-02	  1.7910e+00	  5.4620e+00	  5.4037e-01	  2.0239e+00	  5.4037e-01	  1.7820e-08	  8.3380e-10	  5.4037e-01	  0.0000e+00	  0.0000e+00	  2.8941e-08	  1.4836e+00	  4.7753e+00	  2.7291e+00	  3.3773e-01	  1.8213e+00	  3.3773e-01	  1.4256e-09	  8.3380e-11	  3.3773e-01	  0.0000e+00	  0.0000e+00	  7.2353e-09	  1.4836e+00
        2011	           2	          13	1.150000e+01	           1	           0	  9.3359e+02	  2.8008e+01	  9.0558e+02	  0.0000e+00	  2.5356e+02	  0.0000e+00	  6.5202e+02	  2.8008e+01	  0.0000e+00	  4.6413e+01	  4.6413e+01	 -6.8318e+00	 -6.4421e+00	 -6.0251e+00	 -4.1801e+00	  7.8013e+01	  9.2678e+01	  1.3560e+00	  0.0000e+00	  0.0000e+00	  2.9313e-01	  2.0410e+01	 -3.9594e+01	  2.3322e+02	  5.4849e+01	  5.1506e+00	  1.0119e+01	 -3.3407e+01	  0.0000e+00	  0.0000e+00	  1.2533e-01	  1.3282e-01	  1.0188e-02	  0.0000e+00	  1.3789e-01	  9.7624e-01	  0.0000e+00	  1.0417e+01	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  1.0667e+02	  1.8043e+01	  9.0491e+01	  2.0546e+02	  3.8177e+02	  1.6599e+02	  1.5277e+01	  0.0000e+00	  5.1566e+02	  6.8487e+01	  7.4599e+00	  7.8253e+03	  8.4271e+02	  1.3389e-01	  2.2735e+01	  3.8388e+00	  1.9115e+01	  4.2226e-02	  2.3793e+00	  8.2920e+00	  1.2794e+01	  1.4903e+01	  1.2588e+01	  4.2377e+00	  1.9833e-01	  8.4250e-01	  2.0600e-01	  0.0000e+00	  7.3092e+00	  2.1093e+00	  5.1876e+00	  4.6431e+00	  2.7292e+00	  4.8385e+00	  2.7127e+00	  3.3902e-01	  1.9833e-02	  5.2656e-01	  1.6479e-02	  0.0000e+00	  1.8273e+00	  2.1093e+00
        2011	           2	          14	1.150000e+01	           2	           0	  1.1556e+03	  3.4667e+01	  1.1209e+03	  0.0000e+00	  3.1386e+02	  0.0000e+00	  8.0706e+02	  3.4667e+01	  0.0000e+00	  4.5276e+01	  4.5276e+01	 -1.1704e+01	 -1.0062e+01	 -9.4724e+00	 -5.8752e+00	  8.1079e+01	  7.3518e+01	  1.7233e+00	  0.0000e+00	  4.1667e-03	  5.5483e-02	  1.4884e+01	 -4.9004e+01	  2.0921e+02	  7.3689e+01	  2.1277e+01	 -1.0425e-02	 -5.3491e+01	  0.0000e+00	  0.0000e+00	  2.2397e-03	  1.3379e-02	  3.4982e-05	  0.0000e+00	  9.1762e-01	  1.0000e+00	  0.0000e+00	  1.0417e+01	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  9.3283e+02	  1.3264e+02	  8.6355e+02	  2.0571e+02	  2.6144e+02	  1.6652e+02	  1.1732e+01	  0.0000e+00	  6.0685e+02	  8.0597e+01	  9.4164e+00	  7.4914e+03	  4.4729e+03	  8.7971e-01	  1.7750e+02	  1.3805e+01	  1.6940e+02	  1.7618e-01	  3.2096e+00	  1.1859e+01	  1.4689e+02	  1.4999e+02	  1.3761e+02	  4.9148e+01	  2.3004e+00	  1.2120e+00	  9.2812e+00	  0.0000e+00	  8.4953e+01	  3.0944e+00	  7.3484e+00	  6.6628e+00	  2.6900e+01	  2.9994e+01	  2.6158e+01	  3.9318e+00	  2.3004e-01	  7.5751e-01	  7.4247e-01	  0.0000e+00	  2.1238e+01	  3.0944e+00
        2011	           2	          15	1.150000e+01	           3	           0	  1.1815e+03	  3.5444e+01	  1.1460e+03	  0.0000e+00	  3.2088e+02	  0.0000e+00	  8.2513e+02	  3.5444e+01	  0.0000e+00	  4.5458e+01	  4.5458e+01	 -8.2762e+00	 -8.8063e+00	 -7.6655e+00	 -7.3747e+00	  8.0674e+01	  9.2120e+01	  1.6002e+00	  0.0000e+00	  1.2500e-02	  2.2149e-01	  2.0201e+01	 -3.7307e+01	  2.2561e+02	  6.3589e+01	 -5.0307e+00	  2.7047e+00	 -1.3070e+01	  0.0000e+00	  0.0000e+00	  8.4824e-02	  8.7350e-02	  2.9543e-03	  0.0000e+00	  8.5985e-03	  1.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  1.3991e+01	  6.5165e+00	  7.4782e+00	  2.1086e+02	  2.6468e+02	  1.7178e+02	  1.0421e+01	  0.0000e+00	  6.2322e+02	  8.2772e+01	  9.6111e+00	  7.0592e+02	  2.8289e+02	  2.9485e-02	  6.3074e+00	  3.6648e+00	  2.6466e+00	  2.2982e-02	 -9.9900e+02	  1.2012e+01	  1.8229e+00	  3.4537e+00	  1.8229e+00	  4.0633e-01	  1.9022e-02	  6.5930e-01	  0.0000e+00	  0.0000e+00	  7.3823e-01	  1.6308e+00	  4.7675e+00	  7.6714e+00	  6.3103e-01	  2.2618e+00	  6.3103e-01	  3.2506e-02	  1.9022e-03	  4.1206e-01	  0.0000e+00	  0.0000e+00	  1.8456e-01	  1.6308e+00
        2011	           2	          16	1.150000e+01	           4	           0	  1.1962e+03	  3.5885e+01	  1.1603e+03	  0.0000e+00	  3.2488e+02	  0.0000e+00	  8.3540e+02	  3.5885e+01	  0.0000e+00	  4.5338e+01	  4.5338e+01	 -4.5105e+00	 -6.7403e+00	 -5.3074e+00	 -7.4752e+00	  7.2096e+01	  9.1498e+01	  1.9724e+00	  0.0000e+00	  0.0000e+00	  3.8447e-01	  2.2919e+01	 -2.5704e+01	  2.4555e+02	  5.2714e+01	 -1.7893e+01	  5.4944e+00	  1.0986e+01	  0.0000e+00	  0.0000e+00	  9.8046e-02	  6.7206e-02	  8.1603e-03	  0.0000e+00	  1.8905e-01	  1.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.4409e+02	  3.7382e+01	  2.0688e+02	  2.1110e+02	  2.4884e+02	  1.7103e+02	  7.7973e+00	  0.0000e+00	  6.2921e+02	  8.3567e+01	  9.7409e+00	  5.9382e+02	  1.3941e+03	  2.2185e-01	  4.9322e+01	  6.2044e+00	  4.3294e+01	  5.9021e-02	 -9.9900e+02	  8.5750e+00	  2.7756e+00	  3.0569e+00	  2.7756e+00	  9.5027e-01	  4.4506e-02	  1.1232e-01	  0.0000e+00	  0.0000e+00	  1.6685e+00	  2.8125e-01	  3.0738e+00	  4.5999e+00	  5.6780e-01	  8.4905e-01	  5.6780e-01	  7.6021e-02	  4.4506e-03	  7.0200e-02	  0.0000e+00	  0.0000e+00	  4.1713e-01	  2.8125e-01
        2011	           2	          17	1.150000e+01	           5	           0	  9.8888e+02	  2.9667e+01	  9.5922e+02	  0.0000e+00	  2.6858e+02	  0.0000e+00	  6.9064e+02	  2.9667e+01	  0.0000e+00	  4.2804e+01	  4.2804e+01	 -5.0407e+00	 -6.3881e+00	 -5.5041e+00	 -7.0538e+00	  7.0597e+01	  8.1667e+01	  2.4722e+00	  0.0000e+00	  0.0000e+00	  3.8988e-01	  2.3556e+01	 -2.9647e+01	  2.4322e+02	  5.3448e+01	 -1.1631e+01	  1.0559e+00	  6.3311e+00	  0.0000e+00	  0.0000e+00	  1.9118e-02	  2.7685e-03	  1.5802e-03	  0.0000e+00	  7.3357e-01	  1.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  6.6701e+02	  9.4380e+01	  5.8821e+02	  2.0790e+02	  1.8533e+02	  1.6784e+02	  6.8527e+00	  0.0000e+00	  5.0209e+02	  6.6684e+01	  8.1581e+00	  2.2553e+02	  3.1949e+03	  7.0791e-01	  1.2734e+02	  1.0299e+01	  1.1875e+02	  1.4814e-01	  1.1366e+00	  1.0108e+01	  3.8069e+01	  3.9101e+01	  3.7114e+01	  1.3214e+01	  6.1901e-01	  4.0170e-01	  9.5452e-01	  0.0000e+00	  2.2879e+01	  1.0324e+00	  4.2300e+00	  5.5606e+00	  7.1662e+00	  8.1986e+00	  7.0898e+00	  1.0571e+00	  6.1901e-02	  2.5106e-01	  7.6359e-02	  0.0000e+00	  5.7197e+00	  1.0324e+00
        2011	           2	          18	1.150000e+01	           6	           0	  9.0573e+02	  2.7172e+01	  8.7856e+02	  0.0000e+00	  2.4600e+02	  0.0000e+00	  6.3256e+02	  2.7172e+01	  0.0000e+00	  4.4222e+01	  4.4222e+01	 -8.5546e+00	 -8.1445e+00	 -7.3204e+00	 -7.0798e+00	  7.6340e+01	  7.5161e+01	  2.1637e+00	  0.0000e+00	  4.1667e-03	  3.6402e-01	  2.3970e+01	 -3.7893e+01	  2.2806e+02	  5.7678e+01	  6.9669e+00	  1.4477e-02	 -1.9263e+01	  0.0000e+00	  0.0000e+00	  1.8245e-03	  1.0342e-02	  2.1360e-04	  0.0000e+00	  9.5884e-01	  1.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  7.1810e+02	  1.0317e+02	  6.3898e+02	  2.0212e+02	  1.6393e+02	  1.6296e+02	  6.7196e+00	  0.0000e+00	  4.6296e+02	  6.1487e+01	  7.4541e+00	  1.4542e+02	  3.4307e+03	  8.3703e-01	  1.3621e+02	  1.0780e+01	  1.2786e+02	  1.7071e-01	  3.9817e+00	  1.2258e+01	  1.1328e+02	  1.1578e+02	  1.0974e+02	  3.9444e+01	  1.8480e+00	  9.6800e-01	  3.5338e+00	  0.0000e+00	  6.7482e+01	  2.5075e+00	  6.5680e+00	  6.9580e+00	  2.1098e+01	  2.3606e+01	  2.0816e+01	  3.1555e+00	  1.8480e-01	  6.0500e-01	  2.8269e-01	  0.0000e+00	  1.6870e+01	  2.5075e+00
        2011	           2	          19	1.150000e+01	           7	           0	  7.1482e+02	  2.1445e+01	  6.9337e+02	  0.0000e+00	  1.9414e+02	  0.0000e+00	  4.9923e+02	  2.1445e+01	  0.0000e+00	  4.6508e+01	  4.6508e+01	 -1.2486e+01	 -1.1475e+01	 -1.0658e+01	 -8.2812e+00	  7.4840e+01	  8.2432e+01	  9.9175e-01	  0.0000e+00	  0.0000e+00	  7.4320e-02	  1.7518e+01	 -4.7331e+01	  2.0537e+02	  8.2823e+01	  9.0485e+00	  3.3589e+00	 -4.1210e+01	  0.0000e+00	  0.0000e+00	  1.5251e-02	  2.3092e-02	  2.2747e-03	  0.0000e+00	  5.9626e-01	  1.0000e+00	  0.0000e+00	  1.0417e+01	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  4.5648e+02	  6.4230e+01	  4.0401e+02	  2.1068e+02	  3.2958e+02	  1.7196e+02	  6.6190e+00	  0.0000e+00	  3.9268e+02	  5.2154e+01	  5.7242e+00	  7.5034e+03	  2.2099e+03	  6.7270e-01	  8.8080e+01	  7.0653e+00	  8.2264e+01	  1.4261e-01	  4.5718e+00	  2.0809e+01	  1.0952e+02	  1.1221e+02	  1.0668e+02	  3.6928e+01	  1.7305e+00	  1.0433e+00	  2.8380e+00	  0.0000e+00	  6.6981e+01	  2.6889e+00	  6.2325e+00	  1.3536e+01	  2.0752e+01	  2.3440e+01	  2.0525e+01	  2.9542e+00	  1.7305e-01	  6.5208e-01	  2.2703e-01	  0.0000e+00	  1.6745e+01	  2.6889e+00
        2011	           2	          20	1.150000e+01	           1	           0	  6.5040e+02	  1.9512e+01	  6.3089e+02	  0.0000e+00	  1.7665e+02	  0.0000e+00	  4.5424e+02	  1.9512e+01	  0.0000e+00	  4.8009e+01	  4.8009e+01	 -1.0327e+01	 -1.0976e+01	 -9.9409e+00	 -9.5980e+00	  7.1077e+01	  7.5064e+01	  1.2867e+00	  0.0000e+00	  0.0000e+00	  1.8333e-01	  2.2350e+01	 -3.9206e+01	  2.1525e+02	  7.4276e+01	 -3.5419e+00	 -2.4332e-01	 -1.2044e+01	  0.0000e+00	  0.0000e+00	  2.4566e-02	  4.1082e-03	  1.5459e-04	  0.0000e+00	  7.5647e-01	  1.0000e+00	  0.0000e+00	  0.0000e+00	  8.3333e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	  4.5858e+02	  6.5145e+01	  4.0780e+02	  2.0613e+02	  1.8378e+02	  1.6806e+02	  1.1510e+01	  0.0000e+00	  3.6719e+02	  4.8767e+01	  5.1509e+00	  1.7779e+02	  2.2164e+03	  7.4480e-01	  8.8117e+01	  6.9521e+00	  8.2625e+01	  1.5537e-01	  5.3046e+00	  2.0819e+01	  8.5620e+01	  8.7690e+01	  8.2884e+01	  2.8812e+01	  1.3503e+00	  8.0380e-01	  2.7358e+00	  0.0000e+00	  5.1918e+01	  2.0694e+00	  7.3373e+00	  1.4202e+01	  1.6141e+01	  1.8210e+01	  1.5922e+01	  2.3050e+00	  1.3503e-01	  5.0237e-01	  2.1886e-01	  0.0000e+00	  1.2980e+01	  2.0694e+00
