        Year	       Month	         Day	        Hour	     Weekday	      Minute	    N(total)	       N(he)	       N(li)	    N(st,he)	    N(st,li)	    N(wi,he)	    N(wi,li)	    N(su,he)	    N(su,li)	V_veh(he) (km/hr)	V_veh(li) (km/hr)	     T2m (C)	 Ts_road (C)	Ts_road_obs (C)	T_sub_mod (C)	      RH (%)	RHs_road (%)	    FF (m/s)	Rain (mm/hr)	Snow (mm/hr)	 Cloud cover	Net short rad (W/m^2)	Net long rad (W/m^2)	Incoming long rad (W/m^2)	Incoming short rad (W/m^2)	Sensible_road (W/m^2)	Latent_road (W/m^2)	Surface_heatflux_road (W/m^2)	Residual Energy (W/m^2)	Energy correction (W/m^2)	Wetness_road (mm)	Ice_road (mm)	Evaporation (mm/hr)	Drainage (mm/hr)	    f_q_road	   f_q_brake	     f_q_obs	M_sanding (g/m^2)	M_salting(na) (g/m^2)	M_salting(mg) (g/m^2)	Ploughing_road (0/1)	Cleaning_road (0/1)	Total emissions PM10 (g/km/hr)	Direct emissions PM10 (g/km/hr)	Suspended road emissions PM10 (g/km/hr)	Road dust PM200 mass (g/m^2)	Road sand PMall mass (g/m^2)	Road sand PM200 mass (g/m^2)	Road salt(na) mass (g/m^2)	Road salt(mg) mass (g/m^2)	Road wear (g/km/hr)	Tyre wear (g/km/hr)	Brake wear (g/km/hr)	Road dust production (g/km/hr)	Road dust sink (g/km/hr)	Emission factor PM10 (g/km/veh)	Total emissions PM2.5 (g/km/hr)	Direct emissions PM2.5 (g/km/hr)	Suspended road emissions PM2.5 (g/km/hr)	Emission factor PM2.5 (g/km/veh)	PM10_obs net (ug/m^3)	PM10_obs bg (ug/m^3)	PM10 mod total (ug/m^3)	PM10 mod total+ep (ug/m^3)	PM10 mod dust total (ug/m^3)	PM10 mod roadwear (ug/m^3)	PM10 mod tyrewear (ug/m^3)	PM10 mod brakewear (ug/m^3)	PM10 mod salt(na) (ug/m^3)	PM10 mod salt(mg) (ug/m^3)	PM10 mod sand (ug/m^3)	PM10 mod exhaust (ug/m^3)	PM25_obs net (ug/m^3)	PM25_obs bg (ug/m^3)	PM25 mod total (ug/m^3)	PM25 mod total+ep (ug/m^3)	PM25 mod dust total (ug/m^3)	PM25 mod roadwear (ug/m^3)	PM25 mod tyrewear (ug/m^3)	PM25 mod brakewear (ug/m^3)	PM25 mod salt(na) (ug/m^3)	PM25 mod salt(mg) (ug/m^3)	PM25 mod sand (ug/m^3)	PM25 mod exhaust (ug/m^3)
        2010	          12	          12	1.150000e+01	           1	           0	  6.8731e+02	  2.0619e+01	  6.6669e+02	  0.0000e+00	  2.2667e+02	  0.0000e+00	  4.2097e+02	  2.0619e+01	  1.9048e+01	  4.6062e+01	  4.6062e+01	 -6.3890e+00	 -6.8116e+00	 -6.2042e+00	 -5.5551e+00	  8.1260e+01	  9.2833e+01	  1.9486e+00	  0.0000e+00	  0.0000e+00	  3.5756e-01	  6.9851e+00	 -3.3569e+01	  2.3794e+02	  1.7217e+01	 -4.2137e+00	  4.5643e+00	 -2.4911e+01	  0.0000e+00	  0.0000e+00	  6.4310e-02	  1.8456e-01	  2.9439e-03	  0.0000e+00	  1.6491e-04	  1.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  5.2452e+00	  3.3348e+00	  1.9105e+00	  1.2046e+02	  1.1454e+03	  9.3360e+01	  6.9535e+00	  0.0000e+00	  4.4520e+02	  4.9529e+01	  5.5309e+00	  4.9630e+02	  1.4297e+02	  2.5272e-02	  3.2474e+00	  2.0754e+00	  1.1721e+00	  2.2365e-02	  4.3387e+00	  5.7120e+00	  7.1742e-01	  2.3638e+00	  7.1742e-01	  6.9994e-03	  3.3287e-04	  7.0219e-01	  4.7447e-23	  0.0000e+00	  7.9017e-03	  1.6464e+00	  4.5897e+00	  2.9349e+00	  4.4143e-01	  2.0878e+00	  4.4143e-01	  5.5995e-04	  3.3287e-05	  4.3887e-01	  3.7946e-24	  0.0000e+00	  1.9754e-03	  1.6464e+00
        2010	          12	          13	1.150000e+01	           2	           0	  8.1142e+02	  2.4343e+01	  7.8708e+02	  0.0000e+00	  2.5208e+02	  0.0000e+00	  4.6815e+02	  2.4343e+01	  6.6844e+01	  4.3581e+01	  4.3581e+01	 -5.4227e+00	 -6.5630e+00	 -6.3566e+00	 -6.2079e+00	  8.2220e+01	  9.3653e+01	  1.8988e+00	  0.0000e+00	  0.0000e+00	  5.9679e-01	  6.5675e+00	 -1.8639e+01	  2.5331e+02	  1.1322e+01	 -1.1025e+01	  1.3438e+00	 -9.3210e-01	  0.0000e+00	  0.0000e+00	  9.3964e-02	  6.8899e-02	  2.3388e-03	  0.0000e+00	  1.6177e-03	  1.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  6.7343e+00	  4.2058e+00	  2.5292e+00	  1.2116e+02	  1.1385e+03	  9.3283e+01	  6.2657e+00	  0.0000e+00	  4.5582e+02	  5.3565e+01	  6.7445e+00	  5.1075e+02	  3.7430e+01	  2.5940e-02	  3.8913e+00	  2.5420e+00	  1.3500e+00	  2.2436e-02	  4.6676e+00	  7.9412e+00	  1.1041e+00	  3.4610e+00	  1.1041e+00	  4.9917e-02	  2.4335e-03	  9.9474e-01	  0.0000e+00	  0.0000e+00	  5.7037e-02	  2.3569e+00	  4.4003e+00	  4.3171e+00	  6.4021e-01	  2.9971e+00	  6.4021e-01	  3.9934e-03	  2.4335e-04	  6.2171e-01	  0.0000e+00	  0.0000e+00	  1.4259e-02	  2.3569e+00
        2010	          12	          14	1.150000e+01	           3	           0	  8.5834e+02	  2.5750e+01	  8.3259e+02	  0.0000e+00	  2.6643e+02	  0.0000e+00	  4.9480e+02	  2.5750e+01	  7.1365e+01	  4.3982e+01	  4.3982e+01	 -3.7768e+00	 -5.8752e+00	 -5.4419e+00	 -6.2112e+00	  8.2050e+01	  9.3766e+01	  2.1458e+00	  0.0000e+00	  8.3333e-03	  3.3842e-01	  6.8153e+00	 -2.6194e+01	  2.4862e+02	  1.7126e+01	 -2.1579e+01	 -2.2120e+00	  5.6196e+00	  0.0000e+00	  0.0000e+00	  1.6468e-01	  5.5792e-02	  7.4816e-04	  0.0000e+00	  1.1108e-03	  9.4448e-01	  0.0000e+00	  1.0417e+01	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  6.0659e+00	  3.9609e+00	  2.1053e+00	  1.3228e+02	  1.3307e+03	  1.0355e+02	  5.3930e+00	  0.0000e+00	  4.8358e+02	  5.6877e+01	  7.1251e+00	  7.8345e+03	  2.8856e+02	  2.4707e-02	  3.6899e+00	  2.4483e+00	  1.2418e+00	  2.1939e-02	  3.4509e+00	  6.4775e+00	  9.8442e-01	  3.4543e+00	  9.8442e-01	  2.2821e-02	  1.1123e-03	  9.3406e-01	  0.0000e+00	  0.0000e+00	  2.6429e-02	  2.4699e+00	  3.3404e+00	  2.6962e+00	  5.9233e-01	  3.0622e+00	  5.9233e-01	  1.8257e-03	  1.1123e-04	  5.8379e-01	  0.0000e+00	  0.0000e+00	  6.6072e-03	  2.4699e+00
        2010	          12	          15	1.150000e+01	           4	           0	  9.1129e+02	  2.7339e+01	  8.8395e+02	  0.0000e+00	  2.8286e+02	  0.0000e+00	  5.2532e+02	  2.7339e+01	  7.5767e+01	  4.3591e+01	  4.3591e+01	 -5.8869e+00	 -6.8951e+00	 -6.4059e+00	 -6.1601e+00	  8.5746e+01	  9.2395e+01	  1.5691e+00	  0.0000e+00	  0.0000e+00	  3.0580e-01	  6.6345e+00	 -3.2200e+01	  2.3873e+02	  1.7783e+01	 -7.5857e+00	 -2.2286e+00	 -1.3915e+01	  0.0000e+00	  0.0000e+00	  4.9087e-02	  1.8440e-01	  2.0078e-04	  0.0000e+00	  3.4182e-05	  1.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  6.7667e+00	  4.5509e+00	  2.2159e+00	  1.3490e+02	  1.3381e+03	  1.0530e+02	  3.1071e+00	  0.0000e+00	  5.1092e+02	  6.0093e+01	  7.5774e+00	  5.7322e+02	  1.2011e+02	  2.5065e-02	  4.2197e+00	  2.8419e+00	  1.3779e+00	  2.2271e-02	  7.6921e+00	  6.8694e+00	  1.4738e+00	  4.9772e+00	  1.4738e+00	  2.0745e-03	  1.0071e-04	  1.4690e+00	  0.0000e+00	  0.0000e+00	  2.5984e-03	  3.5034e+00	  6.0209e+00	  2.2679e+00	  9.1896e-01	  4.4224e+00	  9.1896e-01	  1.6596e-04	  1.0071e-05	  9.1814e-01	  0.0000e+00	  0.0000e+00	  6.4958e-04	  3.5034e+00
        2010	          12	          16	1.150000e+01	           5	           0	  9.0661e+02	  2.7198e+01	  8.7941e+02	  0.0000e+00	  2.8141e+02	  0.0000e+00	  5.2262e+02	  2.7198e+01	  7.5378e+01	  4.3946e+01	  4.3946e+01	 -3.2373e+00	 -4.2172e+00	 -4.7435e+00	 -6.2555e+00	  9.2171e+01	  9.5383e+01	  2.6439e+00	  0.0000e+00	  1.5833e-01	  9.0390e-01	  3.3397e+00	  5.0601e+00	  2.8644e+02	  4.2066e+00	 -1.8403e+01	 -1.0697e+01	  2.4831e+01	  0.0000e+00	  0.0000e+00	  3.9553e-01	  2.3197e-01	  4.5281e-05	  1.3658e-01	  1.4609e-05	  4.2512e-01	  0.0000e+00	  1.6667e+01	  8.3333e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	  1.7961e+00	  1.1498e+00	  6.4622e-01	  1.5024e+02	  1.5189e+03	  1.1994e+02	  5.2125e+00	  0.0000e+00	  5.1227e+02	  6.0252e+01	  7.5180e+00	  1.2246e+04	  1.8191e+03	  1.9621e-02	  1.1206e+00	  7.1818e-01	  4.0242e-01	  1.8876e-02	  2.2905e+00	  3.0460e+00	  8.8683e-02	  7.3918e-01	  8.8683e-02	  1.0718e-04	  5.1962e-06	  8.8425e-02	  0.0000e+00	  0.0000e+00	  1.4553e-04	  6.5050e-01	 -9.9900e+02	  2.6942e+00	  5.5311e-02	  7.0581e-01	  5.5311e-02	  8.5746e-06	  5.1962e-07	  5.5266e-02	  0.0000e+00	  0.0000e+00	  3.6382e-05	  6.5050e-01
        2010	          12	          17	1.150000e+01	           6	           0	  9.5498e+02	  2.8649e+01	  9.2633e+02	  0.0000e+00	  2.9642e+02	  0.0000e+00	  5.5050e+02	  2.8649e+01	  7.9399e+01	  4.3067e+01	  4.3067e+01	 -4.3820e-01	 -1.8477e+00	 -1.3829e+00	 -4.6201e+00	  8.6166e+01	  9.7869e+01	  2.5409e+00	  2.5000e-02	  2.0833e-02	  9.9926e-01	  7.7778e-01	  1.5164e+01	  3.0704e+02	  9.1504e-01	 -1.6683e+01	  2.8838e+00	  2.8293e+01	  0.0000e+00	  0.0000e+00	  4.7870e-01	  4.4912e-02	  6.9912e-03	  4.1233e-02	  2.5375e-07	  3.0212e-01	  0.0000e+00	  0.0000e+00	  8.3333e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.3268e+00	  1.5402e+00	  7.8666e-01	  1.5248e+02	  1.3532e+03	  1.2172e+02	  4.0798e+00	  0.0000e+00	  5.4462e+02	  6.4056e+01	  7.8933e+00	  6.1498e+02	  1.2377e+03	  2.0077e-02	  1.4542e+00	  9.6259e-01	  4.9162e-01	  1.9163e-02	  2.4507e+00	  2.2245e+01	  1.0762e-01	  6.7548e-01	  1.0762e-01	  2.0299e-06	  9.7770e-08	  1.0762e-01	  0.0000e+00	  0.0000e+00	  2.8502e-06	  5.6786e-01	  3.1224e+00	  1.9023e+01	  6.7262e-02	  6.3512e-01	  6.7262e-02	  1.6239e-07	  9.7770e-09	  6.7261e-02	  0.0000e+00	  0.0000e+00	  7.1253e-07	  5.6786e-01
        2010	          12	          18	1.150000e+01	           7	           0	  7.4507e+02	  2.2352e+01	  7.2271e+02	  0.0000e+00	  2.3127e+02	  0.0000e+00	  4.2950e+02	  2.2352e+01	  6.1947e+01	  4.3643e+01	  4.3643e+01	 -3.1701e+00	 -3.5687e+00	 -2.7525e+00	 -3.8482e+00	  8.2314e+01	  9.5825e+01	  2.8894e+00	  0.0000e+00	  8.7500e-02	  8.8950e-01	  3.7345e+00	 -3.1896e-02	  2.8474e+02	  4.8333e+00	 -3.1958e+00	  1.2360e+01	 -5.7292e+00	  0.0000e+00	  0.0000e+00	  2.3986e-01	  6.0322e-01	  9.1381e-03	  0.0000e+00	  3.5568e-04	  8.5879e-01	  0.0000e+00	  0.0000e+00	  1.6667e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  5.0791e+00	  3.2349e+00	  1.8443e+00	  1.5201e+02	  1.2548e+03	  1.2060e+02	  2.1023e+01	  0.0000e+00	  4.3071e+02	  5.0659e+01	  6.1284e+00	  4.8365e+02	  6.4192e+02	  2.4457e-02	  3.1075e+00	  2.0061e+00	  1.1015e+00	  2.1811e-02	  5.5850e+00	  1.8704e+01	  5.8927e-01	  2.0954e+00	  5.8927e-01	  7.8015e-03	  3.7555e-04	  5.7019e-01	  1.5537e-28	  0.0000e+00	  1.0906e-02	  1.5061e+00	  3.6064e+00	  1.4697e+01	  3.5976e-01	  1.8659e+00	  3.5976e-01	  6.2412e-04	  3.7555e-05	  3.5637e-01	  1.2429e-29	  0.0000e+00	  2.7263e-03	  1.5061e+00
        2010	          12	          19	1.150000e+01	           1	           0	  7.4649e+02	  2.2395e+01	  7.2410e+02	  0.0000e+00	  2.3171e+02	  0.0000e+00	  4.3032e+02	  2.2395e+01	  6.2065e+01	  4.3670e+01	  4.3670e+01	 -7.0290e+00	 -6.4231e+00	 -5.0028e+00	 -4.4690e+00	  8.6728e+01	  9.2880e+01	  2.7368e+00	  0.0000e+00	  2.3750e-01	  8.0304e-01	  4.7292e+00	 -1.1582e+01	  2.6102e+02	  6.6070e+00	  1.0875e+01	  5.6160e+00	 -2.4896e+01	  0.0000e+00	  0.0000e+00	  2.3545e-01	  2.4182e+00	  7.4832e-04	  0.0000e+00	  7.5079e-34	  8.1811e-01	  0.0000e+00	  0.0000e+00	  1.6667e+00	  0.0000e+00	  4.1667e-02	  0.0000e+00	  4.6554e+00	  3.0446e+00	  1.6108e+00	  1.5123e+02	  9.5711e+02	  1.1933e+02	  3.2971e+01	  0.0000e+00	  4.2995e+02	  5.0569e+01	  6.1483e+00	  4.8313e+02	  1.2384e+03	  2.3876e-02	  2.9096e+00	  1.9029e+00	  1.0067e+00	  2.1538e-02	  2.8116e+00	  8.2461e+00	  4.9128e-01	  1.9425e+00	  4.9128e-01	  1.9501e-32	  9.3616e-34	  4.9128e-01	  0.0000e+00	  0.0000e+00	  2.6669e-32	  1.4512e+00	  3.1777e+00	  5.3470e+00	  3.0705e-01	  1.7583e+00	  3.0705e-01	  1.5601e-33	  9.3616e-35	  3.0705e-01	  0.0000e+00	  0.0000e+00	  6.6671e-33	  1.4512e+00
        2010	          12	          20	1.150000e+01	           2	           0	  9.6179e+02	  2.8854e+01	  9.3294e+02	  0.0000e+00	  2.9854e+02	  0.0000e+00	  5.5443e+02	  2.8854e+01	  7.9966e+01	  3.9863e+01	  3.9863e+01	 -5.9868e+00	 -6.0169e+00	 -5.0649e+00	 -5.0216e+00	  8.5889e+01	  9.3480e+01	  2.0322e+00	  0.0000e+00	  4.1667e-02	  6.2631e-01	  6.1694e+00	 -2.1538e+01	  2.5297e+02	  1.0347e+01	  5.3763e-01	  3.1971e+00	 -1.8306e+01	  0.0000e+00	  0.0000e+00	  2.5254e-01	  1.3316e+00	  1.3233e-03	  5.3881e-03	  2.8580e-23	  7.7908e-01	  0.0000e+00	  0.0000e+00	  8.3333e-01	  0.0000e+00	  4.1667e-02	  0.0000e+00	  5.7109e+00	  3.9292e+00	  1.7817e+00	  1.4924e+02	  4.2355e+02	  1.1711e+02	  2.9173e+01	  0.0000e+00	  4.9436e+02	  5.8145e+01	  8.2282e+00	  5.5616e+02	  1.3814e+03	  2.3578e-02	  3.5693e+00	  2.4557e+00	  1.1135e+00	  2.1351e-02	  5.2205e+00	  1.5718e+01	  8.0606e-01	  3.4777e+00	  8.0606e-01	  1.2140e-21	  5.8056e-23	  8.0606e-01	  0.0000e+00	  0.0000e+00	  1.6095e-21	  2.6717e+00	  3.9632e+00	  1.2405e+01	  5.0379e-01	  3.1754e+00	  5.0379e-01	  9.7120e-23	  5.8056e-24	  5.0379e-01	  0.0000e+00	  0.0000e+00	  4.0236e-22	  2.6717e+00
        2010	          12	          21	1.150000e+01	           3	           0	  9.9194e+02	  2.9758e+01	  9.6218e+02	  0.0000e+00	  3.0790e+02	  0.0000e+00	  5.7181e+02	  2.9758e+01	  8.2473e+01	  3.9976e+01	  3.9976e+01	 -1.1587e+01	 -9.8173e+00	 -8.6456e+00	 -6.1334e+00	  8.4581e+01	  9.1313e+01	  1.6504e+00	  0.0000e+00	  8.3333e-03	  5.8636e-01	  6.4235e+00	 -3.2207e+01	  2.2718e+02	  1.1465e+01	  2.2219e+01	  6.8585e+00	 -5.2867e+01	  0.0000e+00	  0.0000e+00	  9.9458e-02	  1.1517e+00	  7.2101e-04	  0.0000e+00	  2.6180e-26	  1.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  7.3755e+00	  5.0798e+00	  2.2957e+00	  1.4953e+02	  3.7351e+02	  1.1655e+02	  2.1646e+01	  0.0000e+00	  5.1371e+02	  6.0421e+01	  8.4663e+00	  5.7660e+02	  1.2150e+02	  2.5075e-02	  4.6097e+00	  3.1749e+00	  1.4348e+00	  2.2287e-02	  5.0897e+00	  9.9980e+00	  1.5475e+00	  5.2232e+00	  1.5475e+00	  9.8224e-25	  4.6861e-26	  1.5475e+00	  0.0000e+00	  0.0000e+00	  1.2767e-24	  3.6757e+00	  4.2962e+00	  7.1286e+00	  9.6717e-01	  4.6429e+00	  9.6717e-01	  7.8579e-26	  4.6861e-27	  9.6717e-01	  0.0000e+00	  0.0000e+00	  3.1916e-25	  3.6757e+00
        2010	          12	          22	1.150000e+01	           4	           0	  9.6168e+02	  2.8850e+01	  9.3283e+02	  0.0000e+00	  2.9851e+02	  0.0000e+00	  5.5437e+02	  2.8850e+01	  7.9957e+01	  4.2249e+01	  4.2249e+01	 -1.4840e+01	 -1.1944e+01	 -1.1337e+01	 -8.1352e+00	  8.1989e+01	  9.1590e+01	  8.8571e-01	  0.0000e+00	  4.1667e-03	  7.9589e-01	  4.6586e+00	 -2.2076e+01	  2.2885e+02	  6.4773e+00	  2.7110e+01	  6.9763e+00	 -4.9397e+01	  0.0000e+00	  0.0000e+00	  9.1207e-02	  1.0501e+00	  6.9552e-04	  0.0000e+00	  4.4296e-23	  1.0000e+00	  0.0000e+00	  1.0417e+01	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  7.1677e+00	  4.8433e+00	  2.3243e+00	  1.5125e+02	  3.9230e+02	  1.1736e+02	  1.9181e+01	  0.0000e+00	  5.2443e+02	  6.1682e+01	  8.0722e+00	  7.8801e+03	  2.4469e+02	  2.5093e-02	  4.4798e+00	  3.0271e+00	  1.4527e+00	  2.2298e-02	  7.2771e+00	  1.8694e+01	  1.9211e+00	  6.4698e+00	  1.9211e+00	  2.5406e-21	  1.2089e-22	  1.9211e+00	  1.9910e-24	  0.0000e+00	  3.3719e-21	  4.5487e+00	  5.3530e+00	  1.2460e+01	  1.2007e+00	  5.7494e+00	  1.2007e+00	  2.0324e-22	  1.2089e-23	  1.2007e+00	  1.5922e-25	  0.0000e+00	  8.4296e-22	  4.5487e+00
        2010	          12	          23	1.150000e+01	           5	           0	  8.1465e+02	  2.4439e+01	  7.9021e+02	  0.0000e+00	  2.5287e+02	  0.0000e+00	  4.6961e+02	  2.4439e+01	  6.7732e+01	  4.1922e+01	  4.1922e+01	 -1.0978e+01	 -1.1056e+01	 -1.0225e+01	 -9.6191e+00	  8.1575e+01	  9.2213e+01	  1.5595e+00	  0.0000e+00	  0.0000e+00	  6.5751e-01	  6.0331e+00	 -2.0098e+01	  2.3397e+02	  9.8595e+00	 -9.6511e-01	  9.9919e-01	 -1.4651e+01	  0.0000e+00	  0.0000e+00	  1.7336e-01	  5.4899e-01	  8.8440e-04	  1.4086e-02	  1.2353e-10	  7.9604e-01	  0.0000e+00	  1.0417e+01	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  4.1707e+00	  2.7692e+00	  1.4015e+00	  1.7138e+02	  7.7145e+02	  1.3665e+02	  1.1857e+01	  0.0000e+00	  4.5614e+02	  5.3650e+01	  6.7769e+00	  7.8051e+03	  4.9173e+02	  2.2760e-02	  2.6067e+00	  1.7307e+00	  8.7595e-01	  2.0840e-02	  6.2683e+00	  1.4476e+01	  1.1091e+00	  4.8141e+00	  1.1091e+00	  5.2524e-09	  2.4948e-10	  1.1091e+00	  3.6270e-22	  0.0000e+00	  7.9911e-09	  3.7050e+00	  5.6117e+00	  1.0479e+01	  6.9316e-01	  4.3982e+00	  6.9316e-01	  4.2019e-10	  2.4948e-11	  6.9316e-01	  2.9005e-23	  0.0000e+00	  1.9978e-09	  3.7050e+00
        2010	          12	          24	1.150000e+01	           6	           0	  5.0082e+02	  1.5025e+01	  4.8580e+02	  0.0000e+00	  1.5546e+02	  0.0000e+00	  2.8870e+02	  1.5025e+01	  4.1640e+01	  4.6363e+01	  4.6363e+01	 -1.0853e+01	 -1.0976e+01	 -9.8876e+00	 -1.0133e+01	  8.2585e+01	  9.2252e+01	  2.6028e+00	  0.0000e+00	  0.0000e+00	  7.4690e-01	  5.2591e+00	 -1.3686e+01	  2.4066e+02	  7.7307e+00	 -3.2710e+00	  1.4188e+00	 -7.2658e+00	  0.0000e+00	  0.0000e+00	  1.4329e-01	  2.3156e-01	  1.2758e-03	  0.0000e+00	  1.7249e-06	  9.4769e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  3.4194e+00	  2.1718e+00	  1.2476e+00	  1.7569e+02	  8.3478e+02	  1.4037e+02	  6.5135e+00	  0.0000e+00	  3.0952e+02	  3.6405e+01	  4.0165e+00	  3.4741e+02	  3.5470e+02	  2.4468e-02	  2.1367e+00	  1.3573e+00	  7.7941e-01	  2.1906e-02	  3.9314e+00	  1.1592e+01	  4.0678e-01	  1.4352e+00	  4.0678e-01	  3.0007e-05	  1.4232e-06	  4.0670e-01	  3.7504e-26	  0.0000e+00	  4.5077e-05	  1.0285e+00	  2.8203e+00	  7.8575e+00	  2.5420e-01	  1.2827e+00	  2.5420e-01	  2.4006e-06	  1.4232e-07	  2.5419e-01	  2.9992e-27	  0.0000e+00	  1.1269e-05	  1.0285e+00
        2010	          12	          25	1.150000e+01	           7	           0	  4.6496e+02	  1.3949e+01	  4.5101e+02	  0.0000e+00	  1.4432e+02	  0.0000e+00	  2.6803e+02	  1.3949e+01	  3.8658e+01	  4.7210e+01	  4.7210e+01	 -5.9797e+00	 -8.2175e+00	 -7.0205e+00	 -9.8912e+00	  7.5420e+01	  9.3013e+01	  2.6893e+00	  0.0000e+00	  2.0833e-02	  6.7280e-01	  5.9277e+00	 -1.0090e+01	  2.5513e+02	  9.4608e+00	 -2.9567e+01	  2.1131e+00	  2.3304e+01	  0.0000e+00	  0.0000e+00	  2.0090e-01	  2.0970e-02	  3.9115e-03	  0.0000e+00	  3.3688e-04	  9.6134e-01	  0.0000e+00	  1.0417e+01	  8.3333e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	  3.5103e+00	  2.1381e+00	  1.3723e+00	  1.8765e+02	  1.0541e+03	  1.5186e+02	  8.0040e+00	  0.0000e+00	  2.9325e+02	  3.4491e+01	  3.6985e+00	  7.6205e+03	  2.5580e+02	  2.5190e-02	  2.1191e+00	  1.3212e+00	  7.9798e-01	  2.2198e-02	  3.8516e+00	  6.5833e+00	  3.0305e-01	  1.0216e+00	  3.0305e-01	  4.4210e-03	  2.0952e-04	  2.9125e-01	  0.0000e+00	  0.0000e+00	  7.1661e-03	  7.1852e-01	  2.6577e+00	  3.8680e+00	  1.8420e-01	  9.0272e-01	  1.8420e-01	  3.5368e-04	  2.0952e-05	  1.8203e-01	  0.0000e+00	  0.0000e+00	  1.7915e-03	  7.1852e-01
        2010	          12	          26	1.150000e+01	           1	           0	  5.5054e+02	  1.6516e+01	  5.3403e+02	  0.0000e+00	  1.7089e+02	  0.0000e+00	  3.1736e+02	  1.6516e+01	  4.5774e+01	  4.5263e+01	  4.5263e+01	 -5.9596e+00	 -8.1497e+00	 -5.9662e+00	 -9.1026e+00	  8.4172e+01	  9.3090e+01	  1.4023e+00	  0.0000e+00	  5.8333e-02	  6.3592e-01	  6.1959e+00	 -1.2226e+01	  2.5352e+02	  1.0294e+01	 -1.0922e+01	 -2.7319e+00	  3.1286e+00	  0.0000e+00	  0.0000e+00	  4.5342e-01	  5.3429e-01	  5.0056e-05	  4.1203e-02	  1.5605e-11	  3.4092e-01	  0.0000e+00	  0.0000e+00	  8.3333e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	  1.4116e+00	  9.1251e-01	  4.9910e-01	  1.8706e+02	  9.9296e+02	  1.5098e+02	  1.2453e+01	  0.0000e+00	  3.3360e+02	  3.9237e+01	  4.4494e+00	  3.7635e+02	  1.5945e+03	  2.0204e-02	  8.8225e-01	  5.7032e-01	  3.1194e-01	  1.9243e-02	  4.1404e+00	  5.9444e+00	  2.8240e-01	  2.0797e+00	  2.8240e-01	  5.4764e-10	  2.5894e-11	  2.8240e-01	  0.0000e+00	  0.0000e+00	  8.7208e-10	  1.7973e+00	  3.2448e+00	  4.1256e+00	  1.7650e-01	  1.9738e+00	  1.7650e-01	  4.3811e-11	  2.5894e-12	  1.7650e-01	  0.0000e+00	  0.0000e+00	  2.1802e-10	  1.7973e+00
        2010	          12	          27	1.150000e+01	           2	           0	  6.6588e+02	  1.9976e+01	  6.4590e+02	  0.0000e+00	  2.0669e+02	  0.0000e+00	  3.8385e+02	  1.9976e+01	  5.5363e+01	  4.4787e+01	  4.4787e+01	 -5.0545e+00	 -7.6595e+00	 -5.0877e+00	 -8.7218e+00	  8.7927e+01	  9.3247e+01	  7.7885e-01	  0.0000e+00	  4.1667e-03	  8.4309e-01	  4.2866e+00	  5.2729e+00	  2.7276e+02	  5.7459e+00	 -3.7863e+00	 -1.1495e+00	  1.3954e+01	  0.0000e+00	  0.0000e+00	  2.8279e-01	  3.7219e-02	  0.0000e+00	  0.0000e+00	  4.4591e-05	  7.9582e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  4.4629e+00	  2.9338e+00	  1.5291e+00	  1.8568e+02	  9.1129e+02	  1.4934e+02	  2.0330e+00	  0.0000e+00	  3.8708e+02	  4.5528e+01	  5.4660e+00	  4.3464e+02	  8.1674e+02	  2.4342e-02	  2.7773e+00	  1.8312e+00	  9.4608e-01	  2.1811e-02	  5.0606e+00	  1.2852e+01	  1.6555e+00	  6.1086e+00	  1.6555e+00	  3.1341e-03	  1.4798e-04	  1.6473e+00	  0.0000e+00	  0.0000e+00	  4.9265e-03	  4.4531e+00	  4.7665e+00	  8.7545e+00	  1.0311e+00	  5.4842e+00	  1.0311e+00	  2.5073e-04	  1.4798e-05	  1.0296e+00	  0.0000e+00	  0.0000e+00	  1.2316e-03	  4.4531e+00
